place_id;Юридическое лицо, на имя которого выдано регистрационное удостоверение
ChIJb8k0unpLtUYRFoF14VPOk1E;Национальные биотехнологии ОАО
ChIJbzjPXm5MtUYRuqYioCcX4d4;Биотех ООО
ChIJbzjPXm5MtUYRuqYioCcX4d4;ООО БИОТЕХ
ChIJHUELzg6ySkERxHI6oERYW9I;"ООО ""Стратегия"""
ChIJvS5sNolKtUYR0TfMFpYvPcU;Бристол-Майерс Сквибб Мэнюфэкчуринг Компани
ChIJE4LgyHmySkERO_UFSBeoSWc;Возрождение и Развитие ООО
ChIJdVc7M_NKtUYRjzxtqKJpl7A;"ООО ""Возрождение и Развитие"""
;Пфайзер Фармасьютикалз ЭлЭлСи
;Рекордати химическая и фармацевтическая индустрия С.п.А.
ChIJmRlppFlKtUYRAYZL6rWs5gA;Армавирская биологическая фабрика ФГУП
ChIJk8hJYMHKSkERNiFFZDkFexw;Центральный научно-исследовательский институт эпидемиологии Роспотребнадзора ФГУН
;"Медико-технологический холдинг ""МТХ"" ЗАО"
;Мекос Лабораториес АС
ChIJi4gkjf60SkERiUbCzqwpC98;Гируда НПФ ООО
;Общество с ограниченной ответственностью Научно-производственная фирма «Гируда» (ООО НПФ «Гируда»)
;"ООО ""НПФ ""Гируда"""
;Фаркос НПФ ООО
ChIJE2u4xbNKtUYRMKYfCObboSQ;Рада-Фарма ООО
ChIJE2u4xbNKtUYRMKYfCObboSQ;"ООО""РАДА-ФАРМА"""
ChIJE2u4xbNKtUYRMKYfCObboSQ;"ООО ""Рада-Фарма"""
;"Курская биофабрика - фирма ""БИОК"" ФГУП"
ChIJgxhqwlQ3tUYRnfANcheKQIs;Биотехфарм ГЕ ООО
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Шанхай Шиндек Фармасьютикал Ко., Лтд.
ChIJ-ZQGNPVItUYRu5Y8oRzS49A;Диамед ООО
ChIJ-ZQGNPVItUYRu5Y8oRzS49A;"ООО ""Диамед"""
ChIJwdZscsxItUYRwBvUzbsfqKo;Лексиръ ООО
ChIJT9TBkHvMSkER3CKPtqV0FuM;Эльфарми ООО
;"ОАО ""ЮграФарм"""
ChIJbxkcGdxLtUYR77Fz-q1KnTU;"Общество с ограниченной ответственностью ""Фармасинтез-Тюмень"""
ChIJc7BjExdLtUYRA4o6nc3PUr0;Иромедика АГ
ChIJJYD9919ItUYRkPUMOOsQ5Uc;Медикем С.А.
ChIJx76NZM1LtUYRQN7LcStjgSg;Байер Хелскэр АГ
ChIJU9Bp85hMtUYR4qt1JYhJibA;ЗАО Байер
;"ООО ""Росбио"""
;Ксианджу Грин Лиф Фармасьютикал Фэктори
ChIJ055xDOdKtUYR-eYTXo8MdQQ;"Федеральное государственное унитарное предприятие ""Московское производственное химико-фармацевтическое объединение имени Н.А.Семашко"" (ФГУП ""Мосхимфармпрепараты"" им.Н.А.Семашко)"
ChIJ3aIdmd1LtUYRF1J66aN6108;ГлаксоСмитКляйн Байолоджикалз С.А.
;Страген Фарма С.А.
;Страген Фарма СА
;"ОАО ""Нижегородский химико-фармацевтический завод""(ОАО ""НИЖФАРМ"")"
;"Открытое акционерное общество ""Тверская фармацевтическая фабрика"""
ChIJz2Jz7zjRSkER4JxgsmEYgyY;Аптека Фармикон ООО
;Реплек Фарм ООО Скопье, Республика Македония
;Джубилант Дженерикс Лимитед
;Янгжоу Фармасьютикал Ко.Лтд
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Бхарат Сирамс энд Ваксинс Лимитед
ChIJo3GdecFKtUYRRVo0uR0dOYk;Московское представителъство компании Бхарат Сирамс энд Ваксинс Лимитед(Индия)
;Бхарат Серумз энд Вакцинз Лимитед
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Бхарат Сирамс энд Вакцинс Лимитед
;"ООО ""Диалогфарма"""
;Биоген НПЦ ОУ
;Общественное учреждение «Научно-производственный центр «Биоген» г.Пензы»
;"Открытое акционерное общество Научно-производственный центр ""Биоген"" (ОАО НПЦ ""Биоген"")"
;"Закрытое акционерное общество ""Межрегиональная Фармацевтическая Производственно-Дистрибьюторская Корпорация ""Биотэк"""
;"Закрытое акционерное общество ""Межрегиональная Фармацевтическая Производственно-Дистрибьюторская Корпорация ""БИОТЭК"" (ЗАО ""МФПДК ""БИОТЭК"")"
;Аспен Фарма Трейдинг Лимитед
;Гуанси Наньнин Кемикал Фармасьютикал Ко.Лтд
ChIJO2VluUhNtUYRJ3MX1U_JXsI;Вектор-Медика ЗАО
ChIJsaOWPMZLtUYRu9IR8L7gHTQ;Фарма Старт ООО
ChIJp_wTwZYxtUYRzjN_BLoTpnE;"ООО ""Фарма Старт"""
ChIJ3Vw1Vm9NtUYRzT_Y8pBkAfg;Дойче Хомеопати-Унион, ДХУ-Арцнаймиттель ГмбХ & Ко.КГ
;Данашманд Органик Прайват Лимитед
;Бейджинг Зижу Фармасьютикал Ко.Лтд
ChIJgQBnszhPtUYRCfviJfbyJiw;Российский кардиологический НПК ФГУ Росмедтехнологий - Экспериментальное производство медико-биологических препаратов
ChIJu9gils9ItUYRo5eYfVKIi00;Янссен Фармацевтика Н.В.
;СайКлон Фармасьютикалс Интернешнл Лтд
;Вен Петрохем энд Фарма (Индия) Пвт.Лтд
ChIJC5U4GoA1tUYRC9qDtPnR0rI;Ликом НПО ООО
;"ООО ""НПО ""Ликом"""
ChIJZaQAE_9KtUYRQMGxbu_ZbFY;ПиЭйч энд Ти С.р.Л.
;ПиЭйч энд Ти C.P.JI.
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Аболмед ООО [Москва]
ChIJqUEjAnJKtUYRfGverscRpY0;"ООО ""Эн.Си.Фарм"""
ChIJH34brYlLtUYR0WvtGvsykEU;Биофак С/А
ChIJ_9IdiHxOtUYRy6uyD8vQSPA;Закрытое акционерное общество «Аполлон»
ChIJh5D3XkHJSkERlTDYYs0NaxE;"ОАО ПХФК ""Медхимпром"""
;"ООО ""МедМагикФарм"""
;Лаборатории Урго С.А.
;"АО ""Эбер Биотек"""
;Хенан Донгтай Фармасьютикал Ко.Лтд
ChIJhVfXFO9OtUYRCHVVENJhZaA;"Общество с ограниченной ответственностью ""Ависта"""
ChIJNXiLcGu0SkERG9CwzLpYuu8;"Общество с ограниченной ответственностью ""АМК-Фарм"""
ChIJQ0xuCHJKtUYR0JugUbCORF0;"Компания с ограниченной ответственностью ""ПРОМОМЕД"""
;ратиофарм Индия Пвт.Лимитед
ChIJITU6Ti-zSkEREcJQfX75OXU;Партнер ЗАО
ChIJEeZmpP-ySkER-3UPAsCHQf8;"Закрытое акционерное общество ""Партнер"""
ChIJYYbncjxItUYRJejSMLCpcUY;Фитофарм Кленка АО
;"Федеральное государственное унитарное предприятие ""Научно-производственное объединение по медицинским  иммунобиологическим препаратам ""Микроген""  Министерства здравоохранения Российской Федерации 
(ФГУП ""НПО ""Микроген"" Минздрава России)"
ChIJ-Z0KlhBKtUYRarrGx1rq6v4;"ООО ""Хармс"""
ChIJX63BCtY1tUYRE15tZMyKeTE;Экран НПО ОАО
ChIJX63BCtY1tUYRE15tZMyKeTE;"ОАО НПО ""Экран"""
ChIJQSPtE9ZKtUYRiFzreUqI5PM;"Акционерное общество ""Научно-производственное объединение по медицинским иммунобиологическим препаратам ""Микроген""  (АО ""НПО ""Микроген"")"
;Лабораториос Касен Флит С.Л.
;Касен Рекордати С. Л.
ChIJl4iGdHI1tUYRPpuMLBy-t98;"ОАО ""ВЕРОФАРМ"""
;Шандонг Ксинхуа Фармасьютикал Ко.Лтд
;Сичуан Ксиели Фармасьютикал Ко.Лтд
ChIJZ2astRFNtUYRWVEsSQkLwMQ;Редкинский опытный завод ЗАО
;Хуадун Медсин (Ксиан) Бодигард Фармасьютикал Ко., Лтд
;Аньцю Луань Фармасьютикал Ко.Лтд
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Редкинский опытный завод ОАО
ChIJaWmrwZtKtUYRIbcDWZfyws8;"Открытое Акцианерное Общество ""Редкинский Опытный Завод"""
;"Открытое акционерное общество ""Редкинский опытный завод"" (ОАО ""РОЗ"")"
ChIJ0x4ZcABNtUYRHj12MvSugMI;Кристал Фарма С.А.
ChIJ19AqLYVLtUYRMk9cSQJx_4o;"OOO ""Лаборатория Тоскани"""
ChIJHdChMXhNtUYRQ7K49saBCMY;Юрия-Фарм ООО
ChIJ4SJ7gnU3tUYRWLkAPXSWDmk;Микрохирургия ООО
;ББТ Биотех ГмбХ
ChIJoUk_NHW0SkERMgy3DMTrbDM;"Открытое акционерное общество ""Органика"" (ОАО  ""Органика"")"
ChIJF-Pu0AhKtUYRMRDoV0f0WPI;"Закрытое акционерное общество ""АЛСИ Фарма"""
ChIJHTRqI8LKSkERuw4Luplp0K0;Московская областная станция переливания крови
;Чжецзян НХУ Компани Лтд
;Цзянсу Хэнжуй Медисин Ко.Лтд
;"Закрытое акционерное общество ""Медико-биологический научно-производственный комплекс ""Цитомед"""
ChIJ7_crvkZKtUYRQhWXhEIYxP8;Искра Индустри Ко.Лтд
ChIJI3pnC8A2tUYRELgrYngPJCg;Глес Фирма ООО
;"ООО ""Фирма ""Глес"""
;Ниведита Кемикалз Пвт.Лтд
ChIJJVjPzajKSkERhnO5rodDLrw;Норбиофарм ЗАО
ChIJDZp2jeq1SkER7BVO4eRlOP0;Астрафарм ООО
ChIJAZ1wQi1GtUYRtRCFaE4J4V4;"ООО ""Астрафарм"""
;ЭйСиЭс Добфар С.п.А.
;Форест Лабораториз Недерланд Б.В.
ChIJ-VjiQOxMtUYRWnZshldLBbE;Биотест Фарма ГмбХ
ChIJTfcbH01MtUYRmI246N3iqVk;Краснодарский краевой центр гомеопатии ООО
ChIJSefogZhLtUYRt0-leiY5nVo;Никомед Австрия ГмбХ
ChIJZwNLbsJJtUYR2T22HvtkgMg;"Федеральное государственное учреждение ""Кировский научно-исследовательский институт гематологии и переливания крови Федерального медико-биологического агенства"""
;Хебей Шеньсюэ Даченг Фармасеутикал Ко.Лтд
ChIJETsQAH5KtUYR_9QUR7AmcZI;Дальневосточные Медицинские системы ООО
ChIJB4Z_bqBItUYRTdq3ynqX9KQ;Пептоген Инновационный научно-производственный центр ЗАО
ChIJ40vn4o5JtUYRimdHui9Nazo;Московский научно-исследовательский онкологический институт им. П.А.Герцена
ChIJqTdV87tJtUYRiA_PHfRyEiw;"ООО ""НТФарма"""
;Джэй Эр Эс Фарма ГмбХ & Ко.КГ
ChIJN5niGMw3tUYRBb895tvqGIM;Здоровье фармацевтическая компания ООО
;Ай Эм Си Острава а.с.
;Ченгде Миракл Фармасеутикал Ко.Лтд
ChIJHTRqI8LKSkERuw4Luplp0K0;Липецкая областная станция переливания крови ГУЗ
;ИМКоФарма с.р.о.
ChIJT7_H2zxItUYR1N1ini-eKuY;Эбботт Лэбораториз Лимитед
ChIJC0G76Rs4tUYRfG2PRvD16l8;Артлайф ООО
;"Фармацевтическая компания ""Хэцзигун "", г.Гуанчжоу"
ChIJe9pHkFRJtUYRsf_nujK9GQ0;"ООО ""Константа-Фарм М"""
ChIJb5YieAlMtUYRC59u2Jeuyhg;Эвалар ЗАО
;Сорсетек Кимика Лтда
ChIJCZBxI9xKtUYR4v5VFLNrjEs;Государственный институт кровезаменителей и медпрепаратов ГУ
ChIJT7_H2zxItUYRdRNdSWE6NK4;Бакстер Хелскеа С.А.
;Санмен Хуали Медикал Кемикал Ко.Лтд
ChIJcWTIzMtItUYRsMzR_m-qC_s;"""ГлаксоСмитКляйн Трейдинг"" ЗАО"
;Фармабиос С.п.А.
ChIJSR24yYlHtUYR293UR9yMQQk;"Закрытое акционерное общество ""Ст.-Медифарм"""
ChIJ055xDOdKtUYR-eYTXo8MdQQ;"Открытое акционерное общество ""Московское производственное химико-фармацевтическое объединение им. Н.А. Семашко"""
;"Общество с ограниченной ответственностью ""МИКФАРМ"""
