place_id;place_was_nullated;place_no_end;place_time;place_size;Юридическое лицо, на имя которого выдано регистрационное удостоверение
ChIJhznEcS5ItUYRLtPFGk4ylO0;0.8;0.5;1826.0;10;"ООО ""Ланафарм"" (Лаборатория Натуральной Фармакологии)"
ChIJi0hOjQpKtUYRNL-Tg0RQXsc;1.0;0.7916666666666666;1826.5;19;Фархемия С.р.Л.
ChIJi1qwc4M1tUYR8KSgTZHBizY;1.0;0.25;1827.0;3;ООО «КИСЛОРОД  ПЛЮС»
ChIJi4gkjf60SkERiUbCzqwpC98;1.0;0.3333333333333333;1486.0;3;"ЗАО ""Гирудо-Мир"""
ChIJi4x6b_81tUYR7w8oeUKdUAU;1.0;1.0;;13;"Общество с ограниченной ответственностью ""БИОН"" (ООО ""БИОН"")"
ChIJi6ZBTB62SkER3-M_hvAaMRQ;1.0;1.0;;1;Диафарм ООО
ChIJi9W-h1pKtUYRVjry2w6zFLA;1.0;0.3521739130434783;1826.125;28;"ООО ""Индукерн-Рус"""
ChIJi9W-h1pKtUYRk3A2TDvvZa4;1.0;1.0;;11;Лонг Шенг Лимитед
ChIJiR0kxHJNtUYRT_AHrUKGmgc;0.971830985915493;0.49295774647887325;1826.5;71;Микро Лабс Лимитед
ChIJiU0jTOVLtUYRba9dUL-NqlA;0.9825;0.9274265961078867;1826.0833333333333;262;"Общество с ограниченной ответственностью Фирма ""Здоровье"" (ООО Фирма ""Здоровье"")"
ChIJiU9ttgI3tUYRCRtYWxTIE64;1.0;0.8888888888888888;1826.0;18;"ООО ""Аптека Фармикон"""
ChIJiWFCiZxJtUYRcdoLCvJq6PY;1.0;1.0;;1;Красная Звезда ХФЗ ОАО
ChIJiZ51ngVLtUYRAsiIhG-MqIs;1.0;1.0;;2;"Государственное учреждение здравоохранения ""Саратовская областная станция переливания крови"""
ChIJi_2m6FwUtUYRvs89OOKXFSc;1.0;1.0;;2;"ФГУП ""ГНПРКЦ ""ЦСКБ-Прогресс"""
ChIJieZTUhNKtUYR-gKL6naxjzU;0.8571428571428571;0.7527787130080458;1994.4991869918697;557;"Федеральное государственное унитарное предприятие «Научно-производственное объединение по медицинским  иммунобиологическим препаратам «Микроген» Министерства здравоохранения Российской Федерации (ФГУП ""НПО ""Микроген"" Минздрава России)"
ChIJieZTUhNKtUYRlHpcqUkqDTE;0.7037037037037037;0.30811662726556344;2025.2763157894735;260;"Федеральное государственное унитарное предприятие «Научно-производственное объединение по медицинским  иммунобиологическим препаратам «Микроген» (ФГУП ""НПО ""Микроген"")"
ChIJiyFAlg_KSkERP0xQbPVdqPM;1.0;1.0;;2;Биовет АО
ChIJj1lzW3s3tUYR0Nutzmtd71s;1.0;0.5;1826.0;2;"ООО ""Вита"""
ChIJj4t79BRLtUYRcIbi3f1eAcg;1.0;1.0;;1;"ООО ""Институт новых технологий"""
ChIJj8R0LmBJtUYRKQd2I6zZh98;1.0;0.0;1826.0;1;" ООО ""Адиком"""
ChIJjQ0bqkNKtUYRxA7Zq5Fcbuk;0.9565217391304348;0.9130434782608695;1675.5;46;Лаборатория Иннотек Интернасиональ
ChIJjSRsrDhKtUYRqq0n13vYoOo;1.0;0.9629629629629629;1826.0;27;"Общество с ограниченной ответственностью Фирма ""Здоровье"""
ChIJjXegpW82tUYR_bqQYsvu1nA;1.0;0.0;1826.0;1;Биотэк МФПДК ЗАО
ChIJjYDQzGIitUYRSaqLx7iiYLU;1.0;1.0;;4;"ООО ""Горос21.РУ"""
ChIJjZCTbqVLtUYRfA9j4_iqWNQ;1.0;0.0;1826.2;5;"Общество с ограниченной ответственностью ""Сегмента Фарм"""
ChIJjaCDP79KtUYRQL35OSgniAI;1.0;1.0;;2;СтатусФарм ООО
ChIJjc6eUNSvSkERr9bN11bL2f8;1.0;0.36363636363636365;1826.2777777777778;34;"ООО ""Аболмед"""
ChIJjdiqPOpJtUYR6irKP8NYbjA;0.9631331699346406;0.8492647058823529;1765.9841269841272;68;Меда Фарма ГмбХ и Ко.КГ
ChIJjwl8pXZKtUYRPCUcXjNKtXk;0.0;1.0;;1;Петрохим ЗАО
ChIJjxjSSUA2tUYRAODsVZMN2JQ;1.0;1.0;;4;"ООО ""Фарма ВИД"""
ChIJk7FXGh5KtUYRUtOdUwazFNE;1.0;0.0;1826.0;2;Фармация Лтд (компания группы Пфайзер)
ChIJk8hJYMHKSkERNiFFZDkFexw;1.0;0.0;1826.0;10;Центральный научно-исследовательский институт эпидемиологии Роспотребнадзора ФГУН
ChIJk901lTRItUYRu91Ak-OGuR4;1.0;1.0;;2;"Федеральное государственное бюджетное научное учреждение ""Научно-исследовательский институт фармакологии имени В.В. Закусова"""
ChIJk9LVW6gVtUYRZdIZhD_6JpM;1.0;1.0;;1;Лек
ChIJk9sG3SNLtUYR4YzCTG8Lq1g;1.0;0.6470588235294118;1826.5;17;"Общество с ограниченной ответственностью ""МОСФАРМ"" (ООО ""МОСФАРМ"")"
ChIJkRdOivVKtUYRnmgFl7uUgpI;0.0;0.0;1826.0;5;Научно-исследовательский центр фармакотерапии ЗАО
ChIJkXvpz6JOtUYRL0UDgEU1PWc;1.0;0.44;1826.4285714285713;50;"Публичное акционерное общество ""Фармак"" (ПАО ""Фармак"")"
ChIJkYA2d_1KtUYRG6l79Hy6kXE;1.0;0.0;1827.0;1;ООО “АТЦ-Фармация”
ChIJkYIElJ5MtUYRYKZ5Nc076c8;1.0;0.0;1826.0;1;Национальный центр ядерных исследований
ChIJkbo1cRJLtUYRMGRLo57JCGQ;0.978874883286648;0.6026680431622821;1806.7700152207003;523;Тева Фармацевтические Предприятия Лтд.
ChIJkfnpT2tLtUYRCyA1EvV9LNk;1.0;1.0;;1;Натурекс С.А.
ChIJkzrbU7RLtUYRezTedDhMBCU;1.0;0.0;1827.0;1;Эйсай Лимитед
ChIJl2pujPBGtUYRvof5FtiL34M;1.0;0.35416666666666663;1829.8333333333333;46;"Общество с ограниченной ответственностью  ""Алвилс Патент"""
ChIJl3KMDkFItUYRK0bAz60VAfw;1.0;1.0;;1;"Федеральное государственное бюджетное учреждение ""Российский научно-исследовательский институт гематологии и трансфузиологии"" Федерального медико-биологического агенства (ФГБУ ""РосНИИГТ"" ФМБА России)"
ChIJl4iGdHI1tUYRPpuMLBy-t98;0.9227166276346603;0.6784948578469265;1756.8237898465172;443;"Открытое акционерное общество ""Верофарм"""
ChIJl8fvfGArtUYRVxUHtIlVE4g;1.0;0.0;1826.0;1;"ОАО ""Бофарм"""
ChIJlTSlUAIytUYRP9xA9WqZoOU;1.0;1.0;;5;"Центр цветочной терапии ""Баха"" ООО"
ChIJlWT-LpxLtUYRV1fBDtrFltE;1.0;0.0;1826.0;1;АПЕКС
ChIJl_s3xxBKtUYRuBisi-PCmjw;1.0;1.0;;4;Зигфрид АГ
ChIJlcletYtKtUYRog86zzoytRk;1.0;0.5;1826.0;2;"ООО ""Азот"""
ChIJlzLdmXI1tUYRBiew_KjivSo;1.0;0.5;1826.0;2;"ООО ""Сервис МЛТ"""
ChIJm-cMzrhLtUYRXMTQxK4KaM0;0.9648475909537857;0.7914208456243855;1826.6052631578948;132;Мерк Шарп и Доум Корп
ChIJm0SyLPhHtUYRQqEUH_oP958;1.0;0.7407407407407408;1826.0666666666666;37;"ООО ""Славянская аптека"""
ChIJm3B8sINMtUYRTPc2C-3HsQo;0.9456521739130435;0.7602173913043478;1752.2700534759358;77;Эколаб ЗАО
ChIJm3z3Vv1LtUYRSojZRlFCmsg;1.0;0.0;1826.0;5;"Закрытое акционерное общество  ""Филевское оптово-розничное предприятие"" (ЗАО ""ФОРП"")"
ChIJm435hdVKtUYRZOM_gPVlMyA;0.0;0.0;1826.0;3;Биосервис биотехнологическая компания ЗАО
ChIJm5FQtSFLtUYRcLjIkK1z0wI;0.9895833333333334;0.8464583333333334;1780.701388888889;90;Рекитт Бенкизер Хелскэр Интернешнл Лтд
ChIJm7thp51JtUYRdJ9vdgRYE84;1.0;1.0;;4;Дивис Лабораториз Лимитед
ChIJmQ8V04tMtUYRFpGAOkerCvc;1.0;0.0;1826.0;1;Хамельн фарма плюс гмбх
ChIJmRlppFlKtUYRAYZL6rWs5gA;1.0;0.8953125;1591.7857142857142;74;"ОАО ""Нижегородский химико-фармацевтический завод"""
ChIJmRz3TEdKtUYRluyPDuMFaLM;0.9349593495934959;0.7788617886178862;1824.078947368421;47;"Юник Фармасьютикал Лабораториз (Отделение фирмы ""Дж.Б.Кемикалс энд Фармасьютикалс Лтд"")"
ChIJmSZAzFrKSkERjvrcuCZOAp4;1.0;1.0;;4;"ООО ""Завод Медсинтез"""
ChIJmSbw8aY_tUYRMwI1ASuUhxY;1.0;0.9268292682926829;1826.1666666666667;43;"ОАО ""Фармацевтическая фабрика Санкт-Петербурга"""
ChIJmarHcztNtUYRAjTT7Vs_yAU;0.5;0.5;1826.0;4;ЦНИ рентгено-радиологический институт МЗ РФ
ChIJmdggAvNKtUYRgJ8M1e74Gfs;0.8727272727272727;0.8545454545454545;1826.125;19;"Федеральное государственное унитарное предприятие ""Ордена Трудового Красного Знамени научно-исследовательский физико-химический институт имени Л.Я. Карпова"" (ФГУП ""НИФХИ им.Л.Я.Карпова"")"
ChIJmftiOMpJtUYRUCJqGsDBtXg;0.875;0.90625;1826.0;19;с.а. Алкон-Куврер н.в.
ChIJmxkSuIVOtUYR8YdojvAV9yQ;1.0;1.0;;3;"ООО ""Евромед"""
ChIJmy7LboRJtUYRTcBs-6Z7v5w;1.0;1.0;;1;"Федеральное государственное бюджетное учреждение ""48 Центральный научно-исследовательский институт"" Министерства обороны Российской Федерации"
ChIJn-lNRw5LtUYR8gybSDdC-dE;0.8378600823045268;0.8131687242798353;1798.6153846153848;88;Шеринг-Плау Лабо Н.В.
ChIJn3cP_wlItUYRldPKafnyL8k;1.0;0.0;1827.0;1;"ЗАО ""Окси"""
ChIJn4MADSRGtUYRkpti9eVzysk;0.8571428571428572;0.6190476190476191;1826.0;10;Пранафарм ООО
ChIJn5ei5fxMtUYRXaS5cgWZtjo;1.0;1.0;;1;"ЗАО ""Аптеки 36,6"""
ChIJnQSDtiNLtUYReMpvnlXoxqE;1.0;0.8484848484848485;1826.5;34;Эспарма ГмбХ
ChIJnTbZ-HBItUYRPk2tbZRQlyM;1.0;1.0;;3;Септодонт
ChIJnYaFmsdJtUYRilxSVRbViZ4;1.0;0.0;1826.0;1;"Закрытое акционерное общество ""Форсайт"""
ChIJnYaPtiVLtUYRuK3rKkGK2U8;1.0;0.8;1468.0;20;Альфа Вассерманн С.п.А.
ChIJnZ-jKk02tUYR2NTNezczWH4;1.0;1.0;;3;"ООО ""Натурвита"""
ChIJnZZW2yFLtUYRwTUBIjKkST4;0.9;0.7807692307692308;1826.5555555555557;36;"Общество с ограниченной ответственностью ""Герофарм"""
ChIJnZtRtRK2SkERKi70uYioCPo;0.5;0.0;1826.0;2;Фармация
ChIJn_8YrSBNtUYRI43H0GseLmU;1.0;0.9444444444444445;1826.0;9;"ООО ""СИА ИНТЕРНЕЙШНЛ Активные Фармацевтические Субстанции"""
ChIJn_8YrSBNtUYRxyUlP-UJ5Yw;0.9920159680638724;0.677977378576181;1826.7266666666665;177;Сан Фармасьютикал Индастриз Лтд.
ChIJn_aYQZxItUYRhC6m01eiNzw;1.0;1.0;;1;ДАВ Фарм ООО
ChIJnwMGHpy1SkER3qmgi96tDk0;0.975609756097561;0.8902439024390244;1826.1666666666667;84;Гексал АГ
ChIJnyeXJ5FLtUYRw9mZolVn2dg;1.0;0.625;1827.0;5;"ООО ""Компания Вилана"""
ChIJnymI8kY3tUYR4t0huzOeQOs;0.5;0.5;1826.125;12;Росмедпрепараты ЗАО
ChIJo0Uv5EUUtUYRIls9qFHLMds;1.0;1.0;;1;Солагран Сан ООО
ChIJo3GdecFKtUYRRVo0uR0dOYk;1.0;1.0;;1;Московское представителъство компании Бхарат Сирамс энд Ваксинс Лимитед(Индия)
ChIJo4ySLC9NtUYRls9Ry09flcI;1.0;0.0;1826.0;1;"ЗАО ""Астрафарм"""
ChIJo5zZa5zKSkERl-aVlk3Q1Xs;0.9458333333333333;0.8208333333333333;1709.0;30;Талекрис Биотерапьютикс, Инк.
ChIJo7GCS9G0SkERF_0Ka_LaICU;1.0;0.9090909090909092;1826.6666666666667;39;ПРО.МЕД.ЦС Прага а.о.
ChIJo8Oi2ApNtUYRBHSUceApjh4;0.9772727272727273;0.8745265151515151;1826.090909090909;61;"Представительство компании ""Люпин Лимитед"" (Индия) г. Москва"
ChIJo8Oi2ApNtUYRhSmy4-v1aDA;1.0;0.7875;1827.0;21;Юнимакс Лабораториз Пвт. Лтд.
ChIJo8hJYMHKSkERXx1iMpZyYt4;1.0;0.6666666666666666;1826.0;12;"Общество с ограниченной ответственностью Научно-производственное предприятие ""БИОНОКС"" (ООО НПП ""БИОНОКС"")"
ChIJoQoEejBNtUYRRBUuwmAtndY;1.0;0.9791666666666667;1059.0;25;ЭХО НПК АОЗТ
ChIJoUk_NHW0SkERMgy3DMTrbDM;1.0;0.8535412085944;1826.482142857143;189;"Открытое акционерное общество ""Органика"" (ОАО  ""Органика"")"
ChIJobh_bh1JtUYRSZOk-btWrPU;1.0;0.42857142857142855;1826.5;7;"Общество с ограниченной ответственностью ""ПРОФИТ ФАРМ"" (ООО ""ПРОФИТФАРМ"")"
ChIJp-ivQzO1SkERD45vqXVOI_Q;0.921875;0.35062499999999996;1802.5;46;Скопинский фармацевтический завод ЗАО
ChIJp4q1IRNLtUYRf8uZUhOrFeI;0.9907407407407408;0.9605413105413106;1826.3076923076924;124;Цисин Фармацевтическая Компания
ChIJp4zGrThPtUYROpK-sA4Ypsc;0.6666666666666666;0.625;1826.0;10;"ООО ""АЗТ ФАРМА К.Б."""
ChIJp5Y2y65JtUYR-wPn6n40LJ4;1.0;0.8461538461538461;1827.0;13;Джепак Интернейшенл
ChIJp7OiFxBLtUYRAlLOfZyUKcg;0.9400477149034518;0.5872718897444911;1765.1818181818182;357;"Представительство ОАО ""Гедеон Рихтер"" (Венгрия) г. Москва"
ChIJp86LJ7tLtUYRQUaY8Kdqo-o;0.75;0.75;1826.0;3;Сибирский центр фармакологии и биотехнологии ЗАО
ChIJpQ9D8jBItUYRFofd50bTTJQ;1.0;0.7419354838709677;1826.0;31;Озон ООО
ChIJpR5k30pKtUYR-HwuDyjwqT4;1.0;0.6666666666666666;1826.0;3;"ЗАО ""Биофарма"""
ChIJpR5k30pKtUYRZoo051Nr5mE;1.0;1.0;;1;Фармаклон НПП ООО
ChIJpTXLdYM1tUYRX7Sbc4G3a_E;0.3333333333333333;0.1111111111111111;1826.5;14;"ООО ""Веледа Ист"""
ChIJpUcY8MpKtUYR8QhGZMhkwsQ;0.0;0.0;121.0;1;Архангельский опытный водорослевый комбинат ОАО
ChIJpWioROk1tUYR_L6jkwcXUWU;1.0;1.0;;1;Фармацевтический научно-исследовательский институт
ChIJp_3sie9KtUYR1zv2htsCOxI;1.0;1.0;;1;Центральное научно-конструкторское бюро ФГУП [Москва]
ChIJp_wTwZYxtUYRzjN_BLoTpnE;1.0;1.0;;2;"ООО ""Фарма Старт"""
ChIJpbhK4mBStUYROadxJ2TQvmg;1.0;0.5;1826.0;2;"АО ""Биофарм"""
ChIJpcLd7rNLtUYR6YonkIjaX7U;0.6666666666666666;0.6666666666666666;1826.0;3;Фарматон С.А.
ChIJpcUTYB1ItUYR9PPl4BMbcRw;1.0;1.0;;1;"Закрытое акционерное общество ""АПФ-Трейдинг"""
ChIJpfCuKN9LtUYRh2gHkjEMTNs;1.0;0.718421052631579;1826.0;34;"Представительство АООО ""Октафарма Нордик АБ"" (Швеция), г. Москва"
ChIJpfjJydtHtUYRk5Dxrgu22lY;1.0;0.0;1826.5;3;Фармактивы ООО
ChIJpyo6CVoUtUYRGUK2oxWi2xI;1.0;1.0;;1;"ООО ""КриоГаз"""
ChIJpzW3y0XKSkERrvGiuICqHUw;1.0;0.5;1826.0;2;Фармика ООО
ChIJq3KAlTc3tUYRFr46kUkqjpI;0.875;0.875;1826.0;13;"ООО ""Лекарственные средства ВАЛА-Р"""
ChIJq5uRwPKtSkERZSAC_d4YYT8;0.4375;0.0;1826.0;16;Диагностические системы НПО ООО
ChIJq6qWQWS1SkER6WWthbaBVJ4;1.0;1.0;;1;"ООО ""Лигфарм"""
ChIJq6qqasxEtUYR1tRvm4fQYLs;0.875;0.5744565217391304;1658.8846153846152;135;"Закрытое акционерное общество ""Биокад"""
ChIJq6qqasxEtUYRKMobQ8i0TjU;0.9;0.850834879406308;1826.75;133;"Открытое акционерное общество ""Биомед"" им.И.И. Мечникова"
ChIJqQVrQ_7MSkERUydsRUq3oW8;1.0;1.0;;5;Алкалоида Химический завод ЗАО
ChIJqRr1P7xOtUYRqoj0JCv_bRM;1.0;1.0;;3;"ООО ""Медицинская компания ""Народная Медицина"""
ChIJqSMZvmyzSkER26JolfVCckw;1.0;0.0;1826.4583333333333;13;"Федеральное государственное бюджетное учреждение ""Российский онкологический научный центр имени Н.Н. Блохина"" Министерства здравоохранения Российской Федерации (ФГБУ ""РОНЦ им. Н.Н.Блохина"" Минздрава России, филиал ""Наукопрофи"" ФГБУ ""РОНЦ им. Н.Н.Блохина"" МЗ РФ)"
ChIJqTdV87tJtUYRiA_PHfRyEiw;1.0;1.0;;4;"ООО ""НТФарма"""
ChIJqUEjAnJKtUYRfGverscRpY0;1.0;0.8711018711018712;1162.1666666666665;50;"Общество с ограниченной ответственностью ""Эн.Си. Фармасьютикалз"""
ChIJqVjuv-I0tUYR24VQf6E9RMM;1.0;0.6525490196078432;1826.1051587301588;57;"Общество с ограниченной ответственностью ""ИСТ-ФАРМ"" (ООО ""ИСТ-ФАРМ"")"
ChIJqapo7AmxSkEReBZzmJ0T0VU;1.0;0.5;1826.0;4;"ЗАО ""Фирма ""Евросервис"""
ChIJqfGpkihNtUYRp3xIaRyspKA;1.0;0.5;1826.0;2;НИККа ЗАО
ChIJqxHHBMVJtUYRdrrjeL8llR8;1.0;0.8571428571428572;1827.0;26;Сталлержен АО
ChIJqza6o04-tUYR0TFo3Os9HiM;1.0;0.5;1826.0;2;"Общество с ограниченной ответственностью ""Научно-производственная фирма АКАр"""
ChIJr07i74pOtUYRafpQveK-aZs;1.0;0.0;1826.3333333333333;3;Новатор Фарма ЛЛП
ChIJrU-4nLhJtUYRaaBv2C2mvyU;1.0;1.0;;1;-
ChIJrXLUUhJKtUYRx6R0nCavUKA;0.9200626959247649;0.8338557993730407;1826.0;106;"Общество с ограниченной ответственностью ""Научно-производственная фирма ""МАТЕРИА МЕДИКА ХОЛДИНГ"" (ООО ""НПФ ""МАТЕРИА МЕДИКА ХОЛДИНГ"")"
ChIJrY_6bMRMtUYR6T4PLI7YDTY;1.0;1.0;;1;"ЗАО ""Медимпэкс"""
ChIJrbwbFtQ0tUYR755xI-ukStk;1.0;1.0;;1;Фиделити Капитал ЗАО
ChIJrdvsCXpJtUYRgmf3CDiLZSM;1.0;1.0;;2;"ООО ""Пси-Фарма"""
ChIJrfA-ihGzSkERv9vEUkuSXg8;0.6666666666666666;0.16666666666666666;1656.4;6;Ласкрафт ЗАО
ChIJrwgEmTxItUYRUYtqLG6ypAU;1.0;0.7272727272727273;1826.0;12;"ООО ""Проктер энд Гэмбл"" Дистрибьюторская Компания"""
ChIJrxSJ8lSzSkERwEOJjGD1eM0;1.0;0.0;1826.0;1;Хант-Холдинг ООО
ChIJrybe6-dKtUYRzLFutFZe3vE;0.9964028776978417;0.4064748201438849;1518.1153846153848;140;Астеллас Фарма Юроп Б.В.
ChIJs2zlNdI0tUYRlQ-wVhcAfmQ;1.0;1.0;;1;Чунцин Тианди Фармасьютикал Ко., Лтд
ChIJs47XZyM2tUYR5jYWGmks7UM;1.0;0.0;1826.0;3;"ООО ""Фармацевтические проекты"""
ChIJs60Km8KtSkERvG2zW1VWZuw;0.9958333333333332;0.766876151221427;1826.2360869565218;168;"Закрытое акционерное общество ""Иван-Чай"" (ЗАО ""Иван-Чай"")"
ChIJs8k2pDlKtUYRTBV4Ej5i3Os;0.875;0.6613247863247863;1828.4043715846994;128;"Общество с ограниченной ответственностью ""Натива"" (ООО ""Натива"")"
ChIJs9oQhDO2SkERjGpELySBda8;1.0;0.75;1826.0;3;"ООО ""Саранская кислородная компания"""
ChIJsQrpg-dKtUYR-HoJoprREHs;0.9077501445922499;0.6552920763447079;1826.04;161;"Открытое акционерное общество ""Красфарма"" (ОАО ""Красфарма"")"
ChIJsTKzKLxOtUYRnksEMjmO1u8;1.0;0.5;1826.0;2;Эгис Фармацевтический завод А.О.
ChIJsVY4cF6ySkERiSBO08AXSMA;1.0;0.8823529411764706;1826.6666666666667;51;"ООО ""Камелия НПП"""
ChIJs_exskYUtUYR8pp1GTFEMRE;1.0;0.3333333333333333;1826.5;3;"ООО ""Биопин Фарма"""
ChIJs_fJ4iNNtUYRfv9VB1kuXI8;0.0;1.0;;2;Фитофарм-НН НЗЛП ФГУП
ChIJsaOWPMZLtUYRu9IR8L7gHTQ;1.0;0.0;1826.0;2;Фарма Старт ООО
ChIJscG0kuFKtUYRywa8D-W3Bt0;1.0;0.4807692307692308;1116.0;27;Санофи Пастер С.А.
ChIJsfsq2olKtUYR2ca7YY0a1Co;1.0;1.0;;1;Пфайзер АС
ChIJswjg3NpMtUYRgkjh7DWTyws;0.9523809523809523;0.7738095238095238;1669.4736842105262;84;Плива Хрватска д.о.о.
ChIJsygL9UIUtUYRsYlUQqhOn8U;0.8533834586466166;0.6191102756892229;1826.4696969696968;103;Роскарфарм АО
ChIJsz9wC_U1tUYRwxIp1LVDgms;0.9876543209876543;0.8282828282828283;1826.1666666666665;42;Фармзавод Ельфа А.О.
ChIJt9KS95lLtUYRnI8sQf75Cq0;1.0;0.0;1826.0;1;БиСи Фарма Б.В.
ChIJt9urMlGzSkERj9tNWpPwvu0;1.0;0.1;1826.6875;11;"Общество с ограниченной ответственностью ""ИРВИН 2"" (ООО ""ИРВИН 2"")"
ChIJtUHdD-TMSkERz2UWMRRk6c4;1.0;0.5;1826.0;2;"Общество с ограниченной ответственностью ""Нордгаз"" (ООО ""Нордгаз"")"
ChIJtWMGEaBNtUYROvHrLEWfo0c;1.0;0.8095238095238095;1826.5;42;Хетеро Драгс Лимитед
ChIJtWiSRLazSkERAXQPYfA8FMA;1.0;1.0;;2;Фрутаром Швейцария Лтд.
ChIJtZ0ixdpMtUYRJW8SkAGHgP4;1.0;1.0;;2;Глаксо Оперэйшенс Великобритания Лимитед
ChIJteSYs7FLtUYRN4RzNBJ2P1s;1.0;0.888888888888889;1826.5;21;Замбон Свитцерланд Лтд
ChIJteSYs7FLtUYRPCw1Aiev_FE;1.0;0.8084415584415584;1826.2222222222224;48;Италфармако С.п.а.
ChIJtfmJlfeySkERM8quumUoRUA;0.9552669552669553;0.8042929292929293;1813.107142857143;79;ТАД Фарма ГмбХ
ChIJtfuPrjhPtUYR4B6qQ373oFo;1.0;1.0;;5;Фрамон ЗАО
ChIJu-M9ouBJtUYRYu60R52Xi9c;1.0;1.0;;1;"ООО ""Русская медицина"""
ChIJu0cYuXI2tUYRcqn0g1DBrJU;1.0;1.0;;3;Резерв-М ООО
ChIJu0cpgh5ItUYRgUw7GkBlxZA;1.0;1.0;;5;Фармаприм ООО
ChIJu4O6bBG0SkERH2Glcrufkzo;0.9166666666666666;0.75;1886.9166666666667;31;Санофи-Синтелабо Лтд
ChIJu4nq5OHPSkERVN5v6SzNWAI;0.9550165982071354;0.7846138007447059;1825.43320802005;361;Химфарм АО
ChIJu8iaW0w0tUYR2XEfSMEpZVQ;1.0;1.0;;5;"Федеральное государственное бюджетное учреждение ""48 Центральный научно-исследовательский институт Министерства обороны Российской Федерации"""
ChIJu9CsWxpLtUYRWiNWlBLn8VY;1.0;0.95;1678.0;20;Эдас холдинг ОАО
ChIJu9gils9ItUYRLWizlEh5iQI;1.0;1.0;;1;Даниско А/С
ChIJu9gils9ItUYRo5eYfVKIi00;0.8333333333333333;0.5833333333333333;1826.0;11;Янссен-Силаг АГ
ChIJuQi_D2ZKtUYR4qHonjZo7uY;1.0;1.0;;2;Полло ООО
ChIJuQj_agrT3UMR12irrZd4vjs;1.0;1.0;;18;Мерц Фарма ГмбХ и Ко. КГаА
ChIJuVwAaImtSkERpnQslgUctuA;1.0;0.4375;1826.2222222222222;16;"ООО ""Озон"""
ChIJuW5MR1E1tUYRkojFcWttSWM;0.5;0.0;1826.0;2;БиоТон НПФ ООО
ChIJuWT7DDQxtUYRyWVPoODiLmA;1.0;0.0;1826.0;1;"ООО ""Фитогаленика"""
ChIJuY107P1LtUYR3G7xZ7rGH_U;1.0;1.0;;1;"ООО ""МДА"""
ChIJuYVTQ9gstUYRwJ72mpK9FFE;1.0;1.0;;1;Веда Лаб
ChIJudJR0Bs4tUYRZV2jHYvMeJU;0.973404255319149;0.9397163120567376;1847.6176470588234;194;Ф.Хоффманн-Ля Рош Лтд.
ChIJufkCT39LtUYRuEY0SarnYa4;1.0;0.4;1826.0;5;"Общество с ограниченной ответственностью  ""СупраГен"" (ООО ""СупраГен"")"
ChIJuyp2_f9JtUYRcxE26d-h6oM;1.0;0.5454545454545454;1826.0;11;"ООО ""Техноком"""
ChIJv-EvurNMtUYRJz5_g1iBVak;1.0;1.0;;2;C.К. Терапия С.А.
ChIJv0hf4BJLtUYRBpKJcntekR0;0.978835978835979;0.5357142857142857;1826.1851851851852;68;Берлин-Хеми/Менарини Фарма ГмбХ, Германия
ChIJv0hf4BJLtUYRK4WAOJkwknA;0.9736111111111111;0.5535947712418301;1630.0;82;Ростовская фармфабрика ЗАО
ChIJv0ojWa9NtUYRJWYgD1dUCJY;1.0;0.0;1826.0;1;Арменикум+ ЗАО
ChIJv1dBA11ItUYRwTpgN86e2iU;1.0;0.0;1826.0;1;"ООО ""Полифарм"""
ChIJv4SpIY9OtUYRCYJd7iqMnTg;1.0;0.8951612903225806;1826.076923076923;75;Фито-Эм аграрно-промышленная фирма ЗАО
ChIJv8bekGpStUYRywThRI6CZ90;1.0;1.0;;13;"ООО ""Диафарм"""
ChIJv95ZP0ZKtUYRcCwfTwmIOPA;0.9875;0.9099999999999999;1871.9;77;Санофи Шими
ChIJvQnrW6JNtUYRwjt0F_xZ-Zw;0.6666666666666666;0.5833333333333334;1826.0;33;"ООО  ""Гомеопатическая фармация"""
ChIJvRqIgXRItUYRJDWpG5d3VL8;1.0;0.5;1827.0;2;"ООО ""Фармлюкс"""
ChIJvS5sNolKtUYR0TfMFpYvPcU;0.8948218837237529;0.5381569365214225;1514.8117050691246;155;Упса Лаборатории, отделение Бристол-Майерс Сквибб
ChIJvSkM4cZNtUYRenDdmYIi-Fw;1.0;1.0;;1;Пермфармация ОАО
ChIJvTdL7u1MtUYR401N-nauPxk;1.0;0.818954248366013;1826.3999999999999;56;Ядран Галенский Лабораторий а.о.
ChIJvWFO9ES1SkER7jmZAoqPVE4;1.0;0.28;1826.2222222222222;50;"ООО ""АРС"""
ChIJvdmABgS1SkERLMz-Mtw3REU;1.0;1.0;;1;Касторсервис ООО
ChIJve99YoA2tUYRiJmOCp0LCxE;1.0;0.0;1826.0;4;"ООО ""Колорит-Фарма"""
ChIJveVS7eFKtUYRdVWjQEI-UOk;0.9858757062146892;0.3432203389830508;1814.8198198198197;355;Новартис Фарма Штейн АГ
ChIJvyWWyqjKSkERuDGLRwPyyeU;1.0;0.0;1826.0;2;Толмар, Корп.
ChIJw0jGtFC1SkERVe0FauPd_Mo;0.9629629629629629;0.724867724867725;1683.75;35;Зеленая Дубрава ЗАО
ChIJw32egY0xtUYRHiMZWkLVtkI;1.0;1.0;;1;Чем-Ист Лтд
